Test_Case,Producer_Rate,Environment,Message_Size,Percentile,Latency
TC05,1000,SCONE,100,86.75004820703091,3.529
TC05,1000,SCONE,100,86.88635774271408,3.542
TC05,1000,SCONE,100,87.00970124939326,3.553
TC05,1000,SCONE,100,87.13071752009735,3.563
TC05,1000,SCONE,100,87.25738564959805,3.573
TC05,1000,SCONE,100,87.3757422220449,3.583
TC05,1000,SCONE,100,87.50673236121362,3.594
TC05,1000,SCONE,100,87.56990019482289,3.599
TC05,1000,SCONE,100,87.62542139594262,3.603
TC05,1000,SCONE,100,87.68925415411621,3.609
TC05,1000,SCONE,100,87.75009475175041,3.614
TC05,1000,SCONE,100,87.82390137838863,3.62
TC05,1000,SCONE,100,87.88507443830497,3.625
TC05,1000,SCONE,100,87.9399307148604,3.63
TC05,1000,SCONE,100,88.01639703975584,3.635
TC05,1000,SCONE,100,88.0702559294648,3.639
TC05,1000,SCONE,100,88.13176145166331,3.644
TC05,1000,SCONE,100,88.20191099319783,3.649
TC05,1000,SCONE,100,88.25610234518894,3.653
TC05,1000,SCONE,100,88.32392465074837,3.658
TC05,1000,SCONE,100,88.37778354045733,3.662
TC05,1000,SCONE,100,88.44826554427401,3.667
TC05,1000,SCONE,100,88.50544905680451,3.671
TC05,1000,SCONE,100,88.5662896544387,3.675
TC05,1000,SCONE,100,88.62546794066213,3.679
TC05,1000,SCONE,100,88.6996070295825,3.684
TC05,1000,SCONE,100,88.75845285352376,3.688
TC05,1000,SCONE,100,88.81497144148996,3.692
TC05,1000,SCONE,100,88.87880419966355,3.696
TC05,1000,SCONE,100,88.9516134394553,3.701
TC05,1000,SCONE,100,89.00979433883226,3.705
TC05,1000,SCONE,100,89.07429202157016,3.709
TC05,1000,SCONE,100,89.13147553410066,3.713
TC05,1000,SCONE,100,89.18998889575978,3.717
TC05,1000,SCONE,100,89.25648135219059,3.721
TC05,1000,SCONE,100,89.31964918579988,3.725
TC05,1000,SCONE,100,89.39279088787377,3.73
TC05,1000,SCONE,100,89.4476471644292,3.734
TC05,1000,SCONE,100,89.501173591856,3.737
TC05,1000,SCONE,100,89.56966082197975,3.741
TC05,1000,SCONE,100,89.63582081612842,3.745
TC05,1000,SCONE,100,89.69732633832692,3.749
TC05,1000,SCONE,100,89.76514864388635,3.753
TC05,1000,SCONE,100,89.81801014674885,3.756
TC05,1000,SCONE,100,89.89347908479783,3.761
TC05,1000,SCONE,100,89.94301596483879,3.764
TC05,1000,SCONE,100,90.0095084212696,3.768
TC05,1000,SCONE,100,90.07633333998258,3.772
TC05,1000,SCONE,100,90.12985976740939,3.776
TC05,1000,SCONE,100,90.19768207296882,3.78
TC05,1000,SCONE,100,90.25852267060301,3.784
TC05,1000,SCONE,100,90.31670356997999,3.788
TC05,1000,SCONE,100,90.38552326238589,3.792
TC05,1000,SCONE,100,90.44470154860932,3.796
TC05,1000,SCONE,100,90.51584847699029,3.8
TC05,1000,SCONE,100,90.56771259300632,3.803
TC05,1000,SCONE,100,90.63287520030852,3.807
TC05,1000,SCONE,100,90.69803780761073,3.811
TC05,1000,SCONE,100,90.75422393329477,3.815
TC05,1000,SCONE,100,90.82503839939359,3.82
TC05,1000,SCONE,100,90.89186331810656,3.824
TC05,1000,SCONE,100,90.95569607628015,3.828
TC05,1000,SCONE,100,91.00157587121741,3.831
TC05,1000,SCONE,100,91.06441124254454,3.835
TC05,1000,SCONE,100,91.13456078407904,3.84
TC05,1000,SCONE,100,91.20105324050986,3.844
TC05,1000,SCONE,100,91.25092258283298,3.847
TC05,1000,SCONE,100,91.3137579541601,3.852
TC05,1000,SCONE,100,91.37958548602661,3.857
TC05,1000,SCONE,100,91.44275331963588,3.862
TC05,1000,SCONE,100,91.51523009714548,3.867
TC05,1000,SCONE,100,91.5687565245723,3.871
TC05,1000,SCONE,100,91.6315918958994,3.876
TC05,1000,SCONE,100,91.69110264440499,3.88
TC05,1000,SCONE,100,91.75161077975703,3.885
TC05,1000,SCONE,100,91.81511107564847,3.891
TC05,1000,SCONE,100,91.88193599436144,3.897
TC05,1000,SCONE,100,91.93812212004548,3.902
TC05,1000,SCONE,100,92.0089365861443,3.909
TC05,1000,SCONE,100,92.07110703290712,3.915
TC05,1000,SCONE,100,92.13460732879855,3.921
TC05,1000,SCONE,100,92.19611285099705,3.927
TC05,1000,SCONE,100,92.25030420298818,3.933
TC05,1000,SCONE,100,92.31347203659745,3.94
TC05,1000,SCONE,100,92.3819592667212,3.947
TC05,1000,SCONE,100,92.44080509066247,3.954
TC05,1000,SCONE,100,92.50530277340036,3.962
TC05,1000,SCONE,100,92.56414859734163,3.969
TC05,1000,SCONE,100,92.63197090290106,3.977
TC05,1000,SCONE,100,92.68948687771372,3.984
TC05,1000,SCONE,100,92.75032747534792,3.992
TC05,1000,SCONE,100,92.81482515808581,4.0
TC05,1000,SCONE,100,92.8750008311557,4.009
TC05,1000,SCONE,100,92.94049590074006,4.02
TC05,1000,SCONE,100,93.00233388522072,4.034
TC05,1000,SCONE,100,93.06749649252292,4.047
TC05,1000,SCONE,100,93.12600985418204,4.055
TC05,1000,SCONE,100,93.1951620088701,4.064
TC05,1000,SCONE,100,93.25400783281137,4.072
TC05,1000,SCONE,100,93.31584581729203,4.081
TC05,1000,SCONE,100,93.37735133949053,4.092
TC05,1000,SCONE,100,93.44018671081766,4.103
TC05,1000,SCONE,100,93.50202469529832,4.116
TC05,1000,SCONE,100,93.56618991575405,4.134
TC05,1000,SCONE,100,93.6296902116455,4.15
TC05,1000,SCONE,100,93.68886849786891,4.164
TC05,1000,SCONE,100,93.75070648234957,4.183
TC05,1000,SCONE,100,93.78295532371853,4.192
TC05,1000,SCONE,100,93.81520416508747,4.202
TC05,1000,SCONE,100,93.84645561960996,4.21
TC05,1000,SCONE,100,93.87604476272168,4.217
TC05,1000,SCONE,100,93.91161822691215,4.224
TC05,1000,SCONE,100,93.94187229458818,4.229
TC05,1000,SCONE,100,93.96946666400697,4.234
TC05,1000,SCONE,100,94.00138304309377,4.24
TC05,1000,SCONE,100,94.03828635641287,4.246
TC05,1000,SCONE,100,94.06787549952458,4.251
TC05,1000,SCONE,100,94.0938075575326,4.256
TC05,1000,SCONE,100,94.1300459462874,4.263
TC05,1000,SCONE,100,94.15664292885972,4.269
TC05,1000,SCONE,100,94.18756192110006,4.277
TC05,1000,SCONE,100,94.219810762469,4.285
TC05,1000,SCONE,100,94.25039729242718,4.294
TC05,1000,SCONE,100,94.28297859607828,4.303
TC05,1000,SCONE,100,94.31489497516506,4.314
TC05,1000,SCONE,100,94.34415165599462,4.322
TC05,1000,SCONE,100,94.37606803508142,4.333
TC05,1000,SCONE,100,94.4066545650396,4.342
TC05,1000,SCONE,100,94.43757355727993,4.352
TC05,1000,SCONE,100,94.46982239864887,4.361
TC05,1000,SCONE,100,94.50173877773567,4.372
TC05,1000,SCONE,100,94.53132792084737,4.381
TC05,1000,SCONE,100,94.56257937536986,4.391
TC05,1000,SCONE,100,94.59682299043173,4.404
TC05,1000,SCONE,100,94.6260796712613,4.415
TC05,1000,SCONE,100,94.65832851263025,4.427
TC05,1000,SCONE,100,94.69057735399919,4.44
TC05,1000,SCONE,100,94.71916911026445,4.45
TC05,1000,SCONE,100,94.75141795163339,4.463
TC05,1000,SCONE,100,94.78333433072018,4.475
TC05,1000,SCONE,100,94.81425332296051,4.491
TC05,1000,SCONE,100,94.84683462661161,4.505
TC05,1000,SCONE,100,94.87742115656978,4.518
TC05,1000,SCONE,100,94.90834014881011,4.533
TC05,1000,SCONE,100,94.93859421648614,4.548
TC05,1000,SCONE,100,94.9715079824194,4.562
TC05,1000,SCONE,100,95.00009973868464,4.573
TC05,1000,SCONE,100,95.03135119320713,4.585
TC05,1000,SCONE,100,95.06360003457608,4.597
TC05,1000,SCONE,100,95.09751118735579,4.608
TC05,1000,SCONE,100,95.12510555677459,4.616
TC05,1000,SCONE,100,95.15635701129708,4.625
TC05,1000,SCONE,100,95.18860585266602,4.633
TC05,1000,SCONE,100,95.22284946772788,4.64
TC05,1000,SCONE,100,95.25443338453252,4.646
TC05,1000,SCONE,100,95.28302514079778,4.652
TC05,1000,SCONE,100,95.31560644444887,4.659
TC05,1000,SCONE,100,95.34552804984274,4.664
TC05,1000,SCONE,100,95.37744442892954,4.67
TC05,1000,SCONE,100,95.41268543083787,4.676
TC05,1000,SCONE,100,95.43861748884589,4.681
TC05,1000,SCONE,100,95.47352602847207,4.687
TC05,1000,SCONE,100,95.50112039789086,4.693
TC05,1000,SCONE,100,95.53237185241335,4.699
TC05,1000,SCONE,100,95.56362330693582,4.706
TC05,1000,SCONE,100,95.59587214830478,4.713
TC05,1000,SCONE,100,95.62845345195588,4.722
TC05,1000,SCONE,100,95.65903998191405,4.73
TC05,1000,SCONE,100,95.6876317381793,4.737
TC05,1000,SCONE,100,95.71988057954825,4.746
TC05,1000,SCONE,100,95.75312680776366,4.754
TC05,1000,SCONE,100,95.78138610174676,4.761
TC05,1000,SCONE,100,95.81263755626924,4.769
TC05,1000,SCONE,100,95.84422147307389,4.78
TC05,1000,SCONE,100,95.87647031444283,4.79
TC05,1000,SCONE,100,95.90672438211885,4.799
TC05,1000,SCONE,100,95.93797583664133,4.807
TC05,1000,SCONE,100,95.97088960257459,4.819
TC05,1000,SCONE,100,96.00114367025061,4.829
TC05,1000,SCONE,100,96.03472236074818,4.84
TC05,1000,SCONE,100,96.06264919244911,4.851
TC05,1000,SCONE,100,96.09589542066452,4.863
TC05,1000,SCONE,100,96.12681441290485,4.874
TC05,1000,SCONE,100,96.15706848058088,4.887
TC05,1000,SCONE,100,96.18898485966767,4.901
TC05,1000,SCONE,100,96.2205687764723,4.916
TC05,1000,SCONE,100,96.25049038186617,4.93
TC05,1000,SCONE,100,96.28240676095297,4.945
TC05,1000,SCONE,100,96.31299329091115,4.959
TC05,1000,SCONE,100,96.34557459456225,4.973
TC05,1000,SCONE,100,96.37715851136689,4.987
TC05,1000,SCONE,100,96.40708011676075,4.999
TC05,1000,SCONE,100,96.43799910900108,5.016
TC05,1000,SCONE,100,96.46891810124141,5.04
TC05,1000,SCONE,100,96.50249679173898,5.058
TC05,1000,SCONE,100,96.53208593485068,5.071
TC05,1000,SCONE,100,96.56333738937317,5.087
TC05,1000,SCONE,100,96.59392391933135,5.103
TC05,1000,SCONE,100,96.625507836136,5.133
TC05,1000,SCONE,100,96.65709175294063,5.154
TC05,1000,SCONE,100,96.68834320746312,5.187
TC05,1000,SCONE,100,96.71892973742129,5.212
TC05,1000,SCONE,100,96.75051365422593,5.228
TC05,1000,SCONE,100,96.78243003331272,5.241
TC05,1000,SCONE,100,96.81434641239952,5.255
TC05,1000,SCONE,100,96.84526540463985,5.273
TC05,1000,SCONE,100,96.87551947231587,5.289
TC05,1000,SCONE,100,96.89147766185926,5.297
TC05,1000,SCONE,100,96.90677092683835,5.309
TC05,1000,SCONE,100,96.92206419181744,5.321
TC05,1000,SCONE,100,96.93835484364298,5.335
TC05,1000,SCONE,100,96.95331564633992,5.347
TC05,1000,SCONE,100,96.97126860957624,5.361
TC05,1000,SCONE,100,96.98489956314457,5.371
TC05,1000,SCONE,100,97.00019282812364,5.384
TC05,1000,SCONE,100,97.0171484045135,5.395
TC05,1000,SCONE,100,97.0317767449283,5.405
TC05,1000,SCONE,100,97.04707000990737,5.42
TC05,1000,SCONE,100,97.06369312401507,5.437
TC05,1000,SCONE,100,97.07832146442986,5.453
TC05,1000,SCONE,100,97.09427965397326,5.468
TC05,1000,SCONE,100,97.1099053812345,5.486
TC05,1000,SCONE,100,97.12553110849574,5.504
TC05,1000,SCONE,100,97.14082437347483,5.522
TC05,1000,SCONE,100,97.15777994986469,5.54
TC05,1000,SCONE,100,97.17307321484378,5.553
TC05,1000,SCONE,100,97.18770155525856,5.569
TC05,1000,SCONE,100,97.2033272825198,5.581
TC05,1000,SCONE,100,97.21895300978105,5.6
TC05,1000,SCONE,100,97.23491119932444,5.613
TC05,1000,SCONE,100,97.25086938886783,5.626
TC05,1000,SCONE,100,97.26583019156477,5.639
TC05,1000,SCONE,100,97.28212084339032,5.651
TC05,1000,SCONE,100,97.29807903293371,5.663
TC05,1000,SCONE,100,97.31370476019495,5.672
TC05,1000,SCONE,100,97.32899802517404,5.68
TC05,1000,SCONE,100,97.34562113928175,5.691
TC05,1000,SCONE,100,97.36058194197868,5.703
TC05,1000,SCONE,100,97.37521028239347,5.716
TC05,1000,SCONE,100,97.39183339650117,5.735
TC05,1000,SCONE,100,97.40745912376241,5.748
TC05,1000,SCONE,100,97.42241992645934,5.761
TC05,1000,SCONE,100,97.43804565372058,5.777
TC05,1000,SCONE,100,97.45433630554614,5.791
TC05,1000,SCONE,100,97.46896464596091,5.802
TC05,1000,SCONE,100,97.4849228355043,5.818
TC05,1000,SCONE,100,97.50054856276556,5.833
TC05,1000,SCONE,100,97.5161742900268,5.853
TC05,1000,SCONE,100,97.5321324795702,5.869
TC05,1000,SCONE,100,97.54709328226713,5.89
TC05,1000,SCONE,100,97.56305147181052,5.91
TC05,1000,SCONE,100,97.57900966135392,5.93
TC05,1000,SCONE,100,97.59397046405086,5.948
TC05,1000,SCONE,100,97.60992865359425,5.967
TC05,1000,SCONE,100,97.62588684313765,5.983
TC05,1000,SCONE,100,97.64184503268105,6.001
TC05,1000,SCONE,100,97.65647337309582,6.024
TC05,1000,SCONE,100,97.67243156263922,6.049
TC05,1000,SCONE,100,97.68772482761831,6.071
TC05,1000,SCONE,100,97.70335055487955,6.091
TC05,1000,SCONE,100,97.71897628214079,6.118
TC05,1000,SCONE,100,97.73493447168418,6.146
TC05,1000,SCONE,100,97.75022773666328,6.173
TC05,1000,SCONE,100,97.76618592620667,6.201
TC05,1000,SCONE,100,97.78147919118577,6.221
TC05,1000,SCONE,100,97.79743738072915,6.241
TC05,1000,SCONE,100,97.81273064570824,6.256
TC05,1000,SCONE,100,97.82868883525164,6.279
TC05,1000,SCONE,100,97.84398210023073,6.294
TC05,1000,SCONE,100,97.85960782749197,6.319
TC05,1000,SCONE,100,97.87656340388183,6.346
TC05,1000,SCONE,100,97.89185666886092,6.367
TC05,1000,SCONE,100,97.9064850092757,6.395
TC05,1000,SCONE,100,97.92211073653694,6.419
TC05,1000,SCONE,100,97.9384013883625,6.448
TC05,1000,SCONE,100,97.95336219105943,6.478
TC05,1000,SCONE,100,97.96898791832066,6.511
TC05,1000,SCONE,100,97.9846136455819,6.545
TC05,1000,SCONE,100,98.0005718351253,6.572
TC05,1000,SCONE,100,98.01619756238655,6.598
TC05,1000,SCONE,100,98.03149082736563,6.632
TC05,1000,SCONE,100,98.04711655462688,6.66
TC05,1000,SCONE,100,98.06373966873458,6.684
TC05,1000,SCONE,100,98.07870047143152,6.704
TC05,1000,SCONE,100,98.09499112325706,6.737
TC05,1000,SCONE,100,98.10961946367185,6.765
TC05,1000,SCONE,100,98.12557765321525,6.791
TC05,1000,SCONE,100,98.14186830504079,6.816
TC05,1000,SCONE,100,98.15682910773772,6.846
TC05,1000,SCONE,100,98.17245483499897,6.889
TC05,1000,SCONE,100,98.18774809997805,6.934
TC05,1000,SCONE,100,98.20437121408577,6.966
TC05,1000,SCONE,100,98.21899955450054,6.992
TC05,1000,SCONE,100,98.23462528176178,7.041
TC05,1000,SCONE,100,98.25091593358734,7.086
TC05,1000,SCONE,100,98.26654166084857,7.128
TC05,1000,SCONE,100,98.28183492582767,7.186
TC05,1000,SCONE,100,98.2974606530889,7.224
TC05,1000,SCONE,100,98.312753918068,7.251
TC05,1000,SCONE,100,98.32904456989354,7.294
TC05,1000,SCONE,100,98.34400537259047,7.346
TC05,1000,SCONE,100,98.35963109985173,7.393
TC05,1000,SCONE,100,98.37525682711296,7.434
TC05,1000,SCONE,100,98.39121501665636,7.477
TC05,1000,SCONE,100,98.4068407439176,7.531
TC05,1000,SCONE,100,98.42213400889669,7.579
TC05,1000,SCONE,100,98.4387571230044,7.623
TC05,1000,SCONE,100,98.44573883092963,7.649
TC05,1000,SCONE,100,98.45405038798349,7.668
TC05,1000,SCONE,100,98.46103209590872,7.691
TC05,1000,SCONE,100,98.46901119068042,7.716
TC05,1000,SCONE,100,98.47665782316996,7.735
TC05,1000,SCONE,100,98.48496938022382,7.762
TC05,1000,SCONE,100,98.49228355043121,7.787
TC05,1000,SCONE,100,98.5002626452029,7.814
TC05,1000,SCONE,100,98.50790927769245,7.848
TC05,1000,SCONE,100,98.51588837246415,7.883
TC05,1000,SCONE,100,98.52386746723585,7.909
TC05,1000,SCONE,100,98.53151409972538,7.939
TC05,1000,SCONE,100,98.53916073221492,7.966
TC05,1000,SCONE,100,98.54780475155094,7.995
TC05,1000,SCONE,100,98.55478645947618,8.031
TC05,1000,SCONE,100,98.56309801653002,8.072
TC05,1000,SCONE,100,98.57074464901957,8.111
TC05,1000,SCONE,100,98.57872374379127,8.148
TC05,1000,SCONE,100,98.58603791399865,8.181
TC05,1000,SCONE,100,98.59434947105251,8.211
TC05,1000,SCONE,100,98.60266102810637,8.238
TC05,1000,SCONE,100,98.6096427360316,8.257
TC05,1000,SCONE,100,98.6176218308033,8.287
TC05,1000,SCONE,100,98.625600925575,8.322
TC05,1000,SCONE,100,98.63291509578238,8.357
TC05,1000,SCONE,100,98.64089419055408,8.393
TC05,1000,SCONE,100,98.64854082304363,8.433
TC05,1000,SCONE,100,98.65651991781533,8.47
TC05,1000,SCONE,100,98.66416655030487,8.497
TC05,1000,SCONE,100,98.67214564507657,8.535
TC05,1000,SCONE,100,98.67979227756611,8.558
TC05,1000,SCONE,100,98.6877713723378,8.591
TC05,1000,SCONE,100,98.69541800482735,8.621
TC05,1000,SCONE,100,98.70339709959904,8.66
TC05,1000,SCONE,100,98.7110437320886,8.697
TC05,1000,SCONE,100,98.71935528914244,8.734
TC05,1000,SCONE,100,98.727001921632,8.773
TC05,1000,SCONE,100,98.73464855412153,8.814
TC05,1000,SCONE,100,98.74229518661107,8.859
TC05,1000,SCONE,100,98.75060674366493,8.906
TC05,1000,SCONE,100,98.75792091387233,8.95
TC05,1000,SCONE,100,98.76590000864402,8.99
TC05,1000,SCONE,100,98.77354664113356,9.031
TC05,1000,SCONE,100,98.78152573590526,9.071
TC05,1000,SCONE,100,98.7891723683948,9.12
TC05,1000,SCONE,100,98.7971514631665,9.176
TC05,1000,SCONE,100,98.80479809565605,9.217
TC05,1000,SCONE,100,98.8131096527099,9.245
TC05,1000,SCONE,100,98.82042382291729,9.282
TC05,1000,SCONE,100,98.82873537997114,9.338
TC05,1000,SCONE,100,98.83638201246069,9.376
TC05,1000,SCONE,100,98.84402864495023,9.425
TC05,1000,SCONE,100,98.85167527743978,9.462
TC05,1000,SCONE,100,98.85998683449363,9.513
TC05,1000,SCONE,100,98.86796592926532,9.545
TC05,1000,SCONE,100,98.87528009947272,9.601
TC05,1000,SCONE,100,98.88292673196226,9.658
TC05,1000,SCONE,100,98.89090582673396,9.702
TC05,1000,SCONE,100,98.8985524592235,9.755
TC05,1000,SCONE,100,98.9065315539952,9.804
TC05,1000,SCONE,100,98.91417818648475,9.86
TC05,1000,SCONE,100,98.92215728125645,9.909
TC05,1000,SCONE,100,98.92980391374599,9.966
TC05,1000,SCONE,100,98.93778300851768,10.016
TC05,1000,SCONE,100,98.94609456557154,10.065
TC05,1000,SCONE,100,98.95374119806108,10.121
TC05,1000,SCONE,100,98.96105536826848,10.185
TC05,1000,SCONE,100,98.96936692532232,10.245
TC05,1000,SCONE,100,98.97668109552971,10.322
TC05,1000,SCONE,100,98.98466019030141,10.373
TC05,1000,SCONE,100,98.99263928507311,10.432
TC05,1000,SCONE,100,99.00028591756265,10.479
TC05,1000,SCONE,100,99.0079325500522,10.531
TC05,1000,SCONE,100,99.01591164482389,10.592
TC05,1000,SCONE,100,99.02355827731344,10.644
TC05,1000,SCONE,100,99.03186983436728,10.69
TC05,1000,SCONE,100,99.03918400457468,10.747
TC05,1000,SCONE,100,99.04716309934638,10.826
TC05,1000,SCONE,100,99.05480973183592,10.867
TC05,1000,SCONE,100,99.06278882660762,10.936
TC05,1000,SCONE,100,99.07043545909717,11.01
TC05,1000,SCONE,100,99.07841455386887,11.075
TC05,1000,SCONE,100,99.08639364864057,11.18
TC05,1000,SCONE,100,99.0940402811301,11.249
TC05,1000,SCONE,100,99.10168691361964,11.354
TC05,1000,SCONE,100,99.10966600839134,11.381
TC05,1000,SCONE,100,99.1173126408809,11.444
TC05,1000,SCONE,100,99.1252917356526,11.525
TC05,1000,SCONE,100,99.13293836814213,11.611
TC05,1000,SCONE,100,99.14091746291383,11.679
TC05,1000,SCONE,100,99.14856409540337,11.739
TC05,1000,SCONE,100,99.15687565245723,11.825
TC05,1000,SCONE,100,99.16418982266462,11.883
TC05,1000,SCONE,100,99.17216891743632,11.965
TC05,1000,SCONE,100,99.17981554992586,12.067
TC05,1000,SCONE,100,99.18779464469756,12.202
TC05,1000,SCONE,100,99.1954412771871,12.269
TC05,1000,SCONE,100,99.20375283424096,12.368
TC05,1000,SCONE,100,99.2113994667305,12.436
TC05,1000,SCONE,100,99.21904609922004,12.531
TC05,1000,SCONE,100,99.22270318432373,12.573
TC05,1000,SCONE,100,99.22669273170959,12.605
TC05,1000,SCONE,100,99.23101474137759,12.654
TC05,1000,SCONE,100,99.23467182648129,12.693
TC05,1000,SCONE,100,99.23832891158499,12.747
TC05,1000,SCONE,100,99.24231845897083,12.79
TC05,1000,SCONE,100,99.24664046863883,12.834
TC05,1000,SCONE,100,99.25029755374253,12.874
TC05,1000,SCONE,100,99.25395463884622,12.936
TC05,1000,SCONE,100,99.25794418623207,12.968
TC05,1000,SCONE,100,99.26193373361792,13.055
TC05,1000,SCONE,100,99.26625574328592,13.111
TC05,1000,SCONE,100,99.26958036610746,13.19
TC05,1000,SCONE,100,99.27356991349332,13.247
TC05,1000,SCONE,100,99.27755946087916,13.276
TC05,1000,SCONE,100,99.28154900826502,13.329
TC05,1000,SCONE,100,99.28520609336871,13.361
TC05,1000,SCONE,100,99.28919564075456,13.414
TC05,1000,SCONE,100,99.2931851881404,13.464
TC05,1000,SCONE,100,99.29717473552626,13.531
TC05,1000,SCONE,100,99.30083182062995,13.592
TC05,1000,SCONE,100,99.3048213680158,13.646
TC05,1000,SCONE,100,99.30881091540165,13.692
TC05,1000,SCONE,100,99.3128004627875,13.739
TC05,1000,SCONE,100,99.31645754789119,13.765
TC05,1000,SCONE,100,99.32044709527705,13.835
TC05,1000,SCONE,100,99.32443664266289,13.913
TC05,1000,SCONE,100,99.32842619004875,13.995
TC05,1000,SCONE,100,99.33208327515243,14.076
TC05,1000,SCONE,100,99.33607282253828,14.16
TC05,1000,SCONE,100,99.34006236992413,14.233
TC05,1000,SCONE,100,99.34405191730998,14.276
TC05,1000,SCONE,100,99.34770900241368,14.328
TC05,1000,SCONE,100,99.35169854979952,14.372
TC05,1000,SCONE,100,99.35568809718538,14.46
TC05,1000,SCONE,100,99.35967764457122,14.535
TC05,1000,SCONE,100,99.36333472967492,14.59
TC05,1000,SCONE,100,99.36732427706077,14.669
TC05,1000,SCONE,100,99.37131382444662,14.717
TC05,1000,SCONE,100,99.37530337183246,14.79
TC05,1000,SCONE,100,99.37896045693616,14.85
TC05,1000,SCONE,100,99.38295000432201,14.957
TC05,1000,SCONE,100,99.38727201399001,15.075
TC05,1000,SCONE,100,99.39092909909371,15.113
TC05,1000,SCONE,100,99.39458618419741,15.234
TC05,1000,SCONE,100,99.39857573158325,15.318
TC05,1000,SCONE,100,99.4025652789691,15.364
TC05,1000,SCONE,100,99.40688728863711,15.432
TC05,1000,SCONE,100,99.41021191145865,15.526
TC05,1000,SCONE,100,99.41420145884449,15.583
TC05,1000,SCONE,100,99.41819100623034,15.663
TC05,1000,SCONE,100,99.42218055361619,15.76
TC05,1000,SCONE,100,99.42583763871988,15.849
TC05,1000,SCONE,100,99.42982718610574,15.952
TC05,1000,SCONE,100,99.43381673349158,16.083
TC05,1000,SCONE,100,99.43780628087744,16.223
TC05,1000,SCONE,100,99.44146336598114,16.295
TC05,1000,SCONE,100,99.44545291336698,16.361
TC05,1000,SCONE,100,99.44977492303498,16.441
TC05,1000,SCONE,100,99.45343200813868,16.546
TC05,1000,SCONE,100,99.45708909324237,16.64
TC05,1000,SCONE,100,99.46107864062822,16.749
TC05,1000,SCONE,100,99.46506818801407,16.846
TC05,1000,SCONE,100,99.46905773539991,16.96
TC05,1000,SCONE,100,99.47271482050361,17.08
TC05,1000,SCONE,100,99.47670436788947,17.206
TC05,1000,SCONE,100,99.48069391527531,17.261
TC05,1000,SCONE,100,99.48468346266117,17.366
TC05,1000,SCONE,100,99.48834054776485,17.472
TC05,1000,SCONE,100,99.4923300951507,17.554
TC05,1000,SCONE,100,99.49665210481871,17.697
TC05,1000,SCONE,100,99.5003091899224,17.792
TC05,1000,SCONE,100,99.5039662750261,17.9
TC05,1000,SCONE,100,99.5082882846941,18.097
TC05,1000,SCONE,100,99.5119453697978,18.172
TC05,1000,SCONE,100,99.51593491718364,18.241
TC05,1000,SCONE,100,99.51959200228734,18.339
TC05,1000,SCONE,100,99.5235815496732,18.433
TC05,1000,SCONE,100,99.52757109705904,18.533
TC05,1000,SCONE,100,99.5315606444449,18.694
TC05,1000,SCONE,100,99.53521772954858,18.759
TC05,1000,SCONE,100,99.53920727693443,18.951
TC05,1000,SCONE,100,99.54319682432028,19.095
TC05,1000,SCONE,100,99.54718637170613,19.243
TC05,1000,SCONE,100,99.55084345680983,19.32
TC05,1000,SCONE,100,99.55483300419567,19.425
TC05,1000,SCONE,100,99.55882255158153,19.551
TC05,1000,SCONE,100,99.56281209896737,19.68
TC05,1000,SCONE,100,99.56646918407107,19.855
TC05,1000,SCONE,100,99.57045873145691,20.047
TC05,1000,SCONE,100,99.57444827884277,20.236
TC05,1000,SCONE,100,99.57843782622861,20.363
TC05,1000,SCONE,100,99.5820949113323,20.438
TC05,1000,SCONE,100,99.58608445871816,20.624
TC05,1000,SCONE,100,99.590074006104,20.746
TC05,1000,SCONE,100,99.59406355348986,21.026
TC05,1000,SCONE,100,99.59772063859356,21.219
TC05,1000,SCONE,100,99.6017101859794,21.37
TC05,1000,SCONE,100,99.60569973336526,21.486
TC05,1000,SCONE,100,99.6096892807511,21.682
TC05,1000,SCONE,100,99.61135159216187,21.846
TC05,1000,SCONE,100,99.6133463658548,21.976
TC05,1000,SCONE,100,99.61534113954772,22.089
TC05,1000,SCONE,100,99.61733591324064,22.205
TC05,1000,SCONE,100,99.61933068693357,22.242
TC05,1000,SCONE,100,99.6213254606265,22.368
TC05,1000,SCONE,100,99.62332023431942,22.464
TC05,1000,SCONE,100,99.62531500801234,22.611
TC05,1000,SCONE,100,99.6269773194231,22.658
TC05,1000,SCONE,100,99.62897209311603,22.719
TC05,1000,SCONE,100,99.63096686680896,22.945
TC05,1000,SCONE,100,99.63296164050189,23.091
TC05,1000,SCONE,100,99.6349564141948,23.209
TC05,1000,SCONE,100,99.63695118788773,23.244
TC05,1000,SCONE,100,99.63894596158066,23.391
TC05,1000,SCONE,100,99.64094073527359,23.535
TC05,1000,SCONE,100,99.64260304668436,23.619
TC05,1000,SCONE,100,99.64459782037729,23.679
TC05,1000,SCONE,100,99.6465925940702,23.868
TC05,1000,SCONE,100,99.64891983004529,24.078
TC05,1000,SCONE,100,99.65058214145606,24.207
TC05,1000,SCONE,100,99.65257691514897,24.256
TC05,1000,SCONE,100,99.6545716888419,24.417
TC05,1000,SCONE,100,99.65656646253483,24.54
TC05,1000,SCONE,100,99.6582287739456,24.625
TC05,1000,SCONE,100,99.66022354763852,24.715
TC05,1000,SCONE,100,99.66221832133145,24.886
TC05,1000,SCONE,100,99.66421309502437,25.076
TC05,1000,SCONE,100,99.6662078687173,25.217
TC05,1000,SCONE,100,99.66820264241022,25.319
